path,food_category,dish,classes
images/macaroni_and_cheese/928175.jpg,2,82,2 82
images/prime_rib/2658645.jpg,2,79,2 79
images/chocolate_mousse/3159339.jpg,1,67,1 67
images/red_velvet_cake/2050952.jpg,1,17,1 17
images/creme_brulee/3705854.jpg,1,97,1 97
images/bruschetta/1579559.jpg,2,49,2 49
images/takoyaki/3524164.jpg,2,54,2 54
images/grilled_salmon/905854.jpg,2,73,2 73
images/pulled_pork_sandwich/221952.jpg,2,48,2 48
images/donuts/9843.jpg,1,8,1 8
images/deviled_eggs/1211960.jpg,2,88,2 88
images/panna_cotta/402117.jpg,1,50,1 50
images/escargots/1239367.jpg,2,46,2 46
images/croque_madame/1642851.jpg,2,85,2 85
images/nachos/3433129.jpg,2,81,2 81
images/cannoli/2715549.jpg,1,57,1 57
images/churros/2599029.jpg,1,19,1 19
images/filet_mignon/367775.jpg,2,10,2 10
images/ravioli/102750.jpg,2,32,2 32
images/sashimi/366355.jpg,2,42,2 42
images/spaghetti_carbonara/1475948.jpg,2,64,2 64
images/miso_soup/3100789.jpg,2,45,2 45
images/carrot_cake/1381243.jpg,1,98,1 98
images/peking_duck/2460046.jpg,2,87,2 87
images/scallops/3603723.jpg,2,58,2 58
images/fried_calamari/1650785.jpg,2,30,2 30
images/panna_cotta/2316377.jpg,1,50,1 50
images/risotto/2964355.jpg,2,35,2 35
images/sushi/3094311.jpg,2,66,2 66
images/tuna_tartare/1502045.jpg,2,9,2 9
images/donuts/1800883.jpg,1,8,1 8
images/edamame/3069253.jpg,2,38,2 38
images/pork_chop/240531.jpg,2,71,2 71
images/greek_salad/2784411.jpg,0,28,0 28
images/fish_and_chips/1291168.jpg,2,51,2 51
images/panna_cotta/3433071.jpg,1,50,1 50
images/chocolate_cake/1721926.jpg,1,74,1 74
images/croque_madame/3027991.jpg,2,85,2 85
images/frozen_yogurt/150743.jpg,1,59,1 59
images/takoyaki/3161739.jpg,2,54,2 54
images/donuts/2125955.jpg,1,8,1 8
images/nachos/2278368.jpg,2,81,2 81
images/chicken_wings/2630065.jpg,2,72,2 72
images/oysters/3721775.jpg,2,95,2 95
images/grilled_cheese_sandwich/350058.jpg,2,24,2 24
images/shrimp_and_grits/2997190.jpg,2,14,2 14
images/spaghetti_bolognese/3722143.jpg,2,25,2 25
images/peking_duck/2234748.jpg,2,87,2 87
images/filet_mignon/501803.jpg,2,10,2 10
images/escargots/1070932.jpg,2,46,2 46
images/tacos/3890217.jpg,2,75,2 75
images/escargots/3122028.jpg,2,46,2 46
images/carrot_cake/2183129.jpg,1,98,1 98
images/scallops/827851.jpg,2,58,2 58
images/cannoli/3187813.jpg,1,57,1 57
images/caprese_salad/64608.jpg,0,94,0 94
images/gyoza/499273.jpg,2,20,2 20
images/ramen/445142.jpg,2,84,2 84
images/gyoza/965007.jpg,2,20,2 20
images/greek_salad/1485137.jpg,0,28,0 28
images/club_sandwich/2775843.jpg,2,1,2 1
images/lobster_bisque/1091315.jpg,2,33,2 33
images/huevos_rancheros/2135636.jpg,2,22,2 22
images/pho/51111.jpg,2,93,2 93
images/pulled_pork_sandwich/1530249.jpg,2,48,2 48
images/scallops/1012281.jpg,2,58,2 58
images/bruschetta/3584801.jpg,2,49,2 49
images/creme_brulee/2758181.jpg,1,97,1 97
images/foie_gras/2135935.jpg,2,0,2 0
images/fried_rice/2333382.jpg,2,91,2 91
images/steak/2034628.jpg,2,15,2 15
images/ceviche/1503802.jpg,2,39,2 39
images/ceviche/1205283.jpg,2,39,2 39
images/grilled_salmon/524408.jpg,2,73,2 73
images/spaghetti_bolognese/1904995.jpg,2,25,2 25
images/hot_and_sour_soup/1974660.jpg,2,40,2 40
images/croque_madame/437938.jpg,2,85,2 85
images/caesar_salad/1918486.jpg,0,100,0 100
images/apple_pie/3779150.jpg,1,56,1 56
images/cup_cakes/2167604.jpg,1,3,1 3
images/crab_cakes/64552.jpg,2,36,2 36
images/beef_carpaccio/1663789.jpg,2,62,2 62
images/caesar_salad/3466736.jpg,0,100,0 100
images/fried_rice/3387843.jpg,2,91,2 91
images/waffles/1397009.jpg,1,18,1 18
images/donuts/1611255.jpg,1,8,1 8
images/tuna_tartare/1753328.jpg,2,9,2 9
images/tacos/1587760.jpg,2,75,2 75
images/tiramisu/3537459.jpg,1,53,1 53
images/mussels/738846.jpg,2,61,2 61
images/spaghetti_carbonara/1232557.jpg,2,64,2 64
images/deviled_eggs/3102190.jpg,2,88,2 88
images/huevos_rancheros/551557.jpg,2,22,2 22
images/garlic_bread/209608.jpg,2,4,2 4
images/chicken_curry/483457.jpg,2,13,2 13
images/miso_soup/1731176.jpg,2,45,2 45
images/frozen_yogurt/3793148.jpg,1,59,1 59
images/pizza/394590.jpg,2,80,2 80
images/prime_rib/3229287.jpg,2,79,2 79
images/fried_calamari/2230036.jpg,2,30,2 30
images/tacos/2409245.jpg,2,75,2 75
images/bibimbap/3218938.jpg,2,69,2 69
images/croque_madame/98458.jpg,2,85,2 85
images/apple_pie/3879031.jpg,1,56,1 56
images/peking_duck/1099386.jpg,2,87,2 87
images/cannoli/2312913.jpg,1,57,1 57
images/french_onion_soup/1103636.jpg,2,92,2 92
images/eggs_benedict/2988392.jpg,2,63,2 63
images/foie_gras/1891930.jpg,2,0,2 0
images/dumplings/1104171.jpg,2,90,2 90
images/clam_chowder/1367648.jpg,2,44,2 44
images/foie_gras/3420699.jpg,2,0,2 0
images/beef_carpaccio/1350256.jpg,2,62,2 62
images/edamame/1356398.jpg,2,38,2 38
images/french_onion_soup/1249605.jpg,2,92,2 92
images/apple_pie/1047447.jpg,1,56,1 56
images/caprese_salad/2959915.jpg,0,94,0 94
images/panna_cotta/2316966.jpg,1,50,1 50
images/strawberry_shortcake/1237749.jpg,1,37,1 37
images/bibimbap/1941683.jpg,2,69,2 69
images/tuna_tartare/2070397.jpg,2,9,2 9
images/apple_pie/1184568.jpg,1,56,1 56
images/macaroni_and_cheese/866956.jpg,2,82,2 82
images/hummus/813593.jpg,2,70,2 70
images/bibimbap/2842968.jpg,2,69,2 69
images/french_fries/194973.jpg,2,89,2 89
images/croque_madame/254674.jpg,2,85,2 85
images/greek_salad/542814.jpg,0,28,0 28
images/baklava/332407.jpg,1,96,1 96
images/croque_madame/2219024.jpg,2,85,2 85
images/samosa/2260413.jpg,2,7,2 7
images/tiramisu/2479065.jpg,1,53,1 53
images/huevos_rancheros/563241.jpg,2,22,2 22
images/baklava/2397226.jpg,1,96,1 96
images/seaweed_salad/2631229.jpg,0,11,0 11
images/breakfast_burrito/3851470.jpg,2,23,2 23
images/huevos_rancheros/732274.jpg,2,22,2 22
images/ice_cream/347478.jpg,1,6,1 6
images/ice_cream/532112.jpg,1,6,1 6
images/ravioli/742128.jpg,2,32,2 32
images/creme_brulee/2400358.jpg,1,97,1 97
images/beef_carpaccio/1645760.jpg,2,62,2 62
images/croque_madame/3313752.jpg,2,85,2 85
images/oysters/2836396.jpg,2,95,2 95
images/poutine/884863.jpg,2,27,2 27
images/beet_salad/3511553.jpg,0,34,0 34
images/lasagna/1099431.jpg,2,86,2 86
images/steak/167069.jpg,2,15,2 15
images/sashimi/1669309.jpg,2,42,2 42
images/mussels/3204175.jpg,2,61,2 61
images/strawberry_shortcake/43632.jpg,1,37,1 37
images/gnocchi/540620.jpg,2,5,2 5
images/strawberry_shortcake/2291293.jpg,1,37,1 37
images/lobster_bisque/2286795.jpg,2,33,2 33
images/takoyaki/1630260.jpg,2,54,2 54
images/dumplings/1997582.jpg,2,90,2 90
images/tuna_tartare/53907.jpg,2,9,2 9
images/chocolate_cake/272108.jpg,1,74,1 74
images/falafel/146351.jpg,2,26,2 26
images/huevos_rancheros/219237.jpg,2,22,2 22
images/donuts/3261062.jpg,1,8,1 8
images/tacos/3689480.jpg,2,75,2 75
images/prime_rib/1757885.jpg,2,79,2 79
images/gnocchi/1503211.jpg,2,5,2 5
images/sashimi/3469796.jpg,2,42,2 42
images/onion_rings/1662356.jpg,2,99,2 99
images/caprese_salad/2701785.jpg,0,94,0 94
images/fried_calamari/2611393.jpg,2,30,2 30
images/club_sandwich/240127.jpg,2,1,2 1
images/strawberry_shortcake/2088394.jpg,1,37,1 37
images/poutine/2991095.jpg,2,27,2 27
images/donuts/2952880.jpg,1,8,1 8
images/sashimi/2505619.jpg,2,42,2 42
images/onion_rings/3773120.jpg,2,99,2 99
images/spaghetti_bolognese/1547718.jpg,2,25,2 25
images/bread_pudding/413446.jpg,1,83,1 83
images/waffles/2940224.jpg,1,18,1 18
images/falafel/344524.jpg,2,26,2 26
images/takoyaki/2568658.jpg,2,54,2 54
images/chicken_curry/1982878.jpg,2,13,2 13
images/chicken_curry/478992.jpg,2,13,2 13
images/edamame/3855226.jpg,2,38,2 38
images/fish_and_chips/3541954.jpg,2,51,2 51
images/beef_carpaccio/1598003.jpg,2,62,2 62
images/churros/1855779.jpg,1,19,1 19
images/edamame/3155495.jpg,2,38,2 38
images/churros/3001593.jpg,1,19,1 19
images/clam_chowder/858117.jpg,2,44,2 44
images/lasagna/2932021.jpg,2,86,2 86
images/miso_soup/2004631.jpg,2,45,2 45
images/cheese_plate/2967561.jpg,2,2,2 2
images/french_toast/514245.jpg,2,12,2 12
images/fried_calamari/1780165.jpg,2,30,2 30
images/chicken_curry/1199426.jpg,2,13,2 13
images/hamburger/3901132.jpg,2,76,2 76
images/hot_and_sour_soup/1476813.jpg,2,40,2 40
images/tiramisu/3894834.jpg,1,53,1 53
images/creme_brulee/611368.jpg,1,97,1 97
images/fish_and_chips/2557047.jpg,2,51,2 51
images/donuts/97163.jpg,1,8,1 8
images/scallops/1756293.jpg,2,58,2 58
images/ramen/1627350.jpg,2,84,2 84
images/clam_chowder/2594723.jpg,2,44,2 44
images/mussels/2008455.jpg,2,61,2 61
images/hummus/3412935.jpg,2,70,2 70
images/gyoza/671033.jpg,2,20,2 20
images/clam_chowder/255061.jpg,2,44,2 44
images/nachos/3539080.jpg,2,81,2 81
images/bibimbap/2124767.jpg,2,69,2 69
images/fried_calamari/1137713.jpg,2,30,2 30
images/waffles/863723.jpg,1,18,1 18
images/lasagna/1134644.jpg,2,86,2 86
images/scallops/1183520.jpg,2,58,2 58
images/ravioli/1831828.jpg,2,32,2 32
images/french_onion_soup/1502788.jpg,2,92,2 92
images/scallops/2868419.jpg,2,58,2 58
images/pulled_pork_sandwich/2095401.jpg,2,48,2 48
images/french_onion_soup/1468206.jpg,2,92,2 92
images/carrot_cake/2514539.jpg,1,98,1 98
images/risotto/1269182.jpg,2,35,2 35
images/dumplings/1032706.jpg,2,90,2 90
images/waffles/2303453.jpg,1,18,1 18
images/cannoli/2223927.jpg,1,57,1 57
images/filet_mignon/2169257.jpg,2,10,2 10
images/seaweed_salad/1004774.jpg,0,11,0 11
images/shrimp_and_grits/1585093.jpg,2,14,2 14
images/escargots/2077540.jpg,2,46,2 46
images/oysters/1232580.jpg,2,95,2 95
images/fried_calamari/3364523.jpg,2,30,2 30
images/french_onion_soup/562192.jpg,2,92,2 92
images/strawberry_shortcake/177337.jpg,1,37,1 37
images/chicken_wings/2888541.jpg,2,72,2 72
images/nachos/1784970.jpg,2,81,2 81
images/risotto/2119404.jpg,2,35,2 35
images/gyoza/1354362.jpg,2,20,2 20
images/huevos_rancheros/975533.jpg,2,22,2 22
images/prime_rib/1817307.jpg,2,79,2 79
images/hot_and_sour_soup/2853540.jpg,2,40,2 40
images/steak/3082120.jpg,2,15,2 15
images/scallops/3737066.jpg,2,58,2 58
images/filet_mignon/471388.jpg,2,10,2 10
images/pulled_pork_sandwich/2782447.jpg,2,48,2 48
images/nachos/159782.jpg,2,81,2 81
images/ceviche/3798272.jpg,2,39,2 39
images/spaghetti_carbonara/3026565.jpg,2,64,2 64
images/seaweed_salad/2446072.jpg,0,11,0 11
images/hot_dog/2759502.jpg,2,47,2 47
images/prime_rib/118837.jpg,2,79,2 79
images/cheese_plate/64533.jpg,2,2,2 2
images/omelette/3069303.jpg,2,65,2 65
images/donuts/640730.jpg,1,8,1 8
images/eggs_benedict/245722.jpg,2,63,2 63
images/escargots/2114279.jpg,2,46,2 46
images/miso_soup/1769344.jpg,2,45,2 45
images/beef_tartare/2138947.jpg,2,29,2 29
images/french_onion_soup/592250.jpg,2,92,2 92
images/paella/499522.jpg,2,43,2 43
images/omelette/2783429.jpg,2,65,2 65
images/samosa/2348924.jpg,2,7,2 7
images/ravioli/2024381.jpg,2,32,2 32
images/edamame/3589436.jpg,2,38,2 38
images/scallops/3629269.jpg,2,58,2 58
images/omelette/568560.jpg,2,65,2 65
images/chicken_curry/2123860.jpg,2,13,2 13
images/guacamole/3439448.jpg,2,31,2 31
images/falafel/1417812.jpg,2,26,2 26
images/bibimbap/474862.jpg,2,69,2 69
images/nachos/1299584.jpg,2,81,2 81
images/beet_salad/3013547.jpg,0,34,0 34
images/takoyaki/3454458.jpg,2,54,2 54
images/grilled_salmon/2391051.jpg,2,73,2 73
images/tacos/816756.jpg,2,75,2 75
images/peking_duck/415741.jpg,2,87,2 87
images/takoyaki/3233524.jpg,2,54,2 54
images/gyoza/488002.jpg,2,20,2 20
images/miso_soup/2602046.jpg,2,45,2 45
images/spaghetti_carbonara/3532842.jpg,2,64,2 64
images/waffles/619726.jpg,1,18,1 18
images/tiramisu/3506682.jpg,1,53,1 53
images/hamburger/139558.jpg,2,76,2 76
images/paella/2619743.jpg,2,43,2 43
images/tiramisu/23840.jpg,1,53,1 53
images/deviled_eggs/881874.jpg,2,88,2 88
images/pizza/2164255.jpg,2,80,2 80
images/fried_calamari/2367481.jpg,2,30,2 30
images/takoyaki/1116166.jpg,2,54,2 54
images/chocolate_mousse/3811104.jpg,1,67,1 67
images/macarons/2154861.jpg,1,55,1 55
images/macarons/3606493.jpg,1,55,1 55
images/pho/40626.jpg,2,93,2 93
images/hot_and_sour_soup/982582.jpg,2,40,2 40
images/shrimp_and_grits/1392049.jpg,2,14,2 14
images/chocolate_cake/111163.jpg,1,74,1 74
images/risotto/3520153.jpg,2,35,2 35
images/frozen_yogurt/630576.jpg,1,59,1 59
images/ceviche/1006106.jpg,2,39,2 39
images/tacos/626618.jpg,2,75,2 75
images/club_sandwich/3251770.jpg,2,1,2 1
images/carrot_cake/120239.jpg,1,98,1 98
images/fried_rice/1250145.jpg,2,91,2 91
images/foie_gras/1586107.jpg,2,0,2 0
images/pulled_pork_sandwich/3154628.jpg,2,48,2 48
images/onion_rings/1796044.jpg,2,99,2 99
images/gyoza/3821055.jpg,2,20,2 20
images/macarons/1477297.jpg,1,55,1 55
images/fish_and_chips/3212580.jpg,2,51,2 51
images/ceviche/885326.jpg,2,39,2 39
images/lobster_bisque/1795925.jpg,2,33,2 33
images/bruschetta/1069105.jpg,2,49,2 49
images/bread_pudding/2772231.jpg,1,83,1 83
images/frozen_yogurt/1777731.jpg,1,59,1 59
images/club_sandwich/619673.jpg,2,1,2 1
images/beignets/659574.jpg,1,68,1 68
images/ramen/539041.jpg,2,84,2 84
images/prime_rib/1389658.jpg,2,79,2 79
images/escargots/3326299.jpg,2,46,2 46
images/tacos/2949649.jpg,2,75,2 75
images/macaroni_and_cheese/222489.jpg,2,82,2 82
images/deviled_eggs/1723919.jpg,2,88,2 88
images/mussels/3846508.jpg,2,61,2 61
images/cannoli/2294363.jpg,1,57,1 57
images/caprese_salad/738701.jpg,0,94,0 94
images/guacamole/3301448.jpg,2,31,2 31
images/guacamole/1444151.jpg,2,31,2 31
images/omelette/1728158.jpg,2,65,2 65
images/nachos/3623149.jpg,2,81,2 81
images/tacos/1036030.jpg,2,75,2 75
images/huevos_rancheros/307456.jpg,2,22,2 22
images/chocolate_cake/2860680.jpg,1,74,1 74
images/caprese_salad/3913329.jpg,0,94,0 94
images/tiramisu/1791395.jpg,1,53,1 53
images/beef_tartare/2425516.jpg,2,29,2 29
images/red_velvet_cake/368906.jpg,1,17,1 17
images/french_onion_soup/821353.jpg,2,92,2 92
images/gnocchi/2378778.jpg,2,5,2 5
images/ice_cream/2157238.jpg,1,6,1 6
images/hot_dog/1068951.jpg,2,47,2 47
images/chicken_curry/1477067.jpg,2,13,2 13
images/pho/1216057.jpg,2,93,2 93
images/nachos/312459.jpg,2,81,2 81
images/french_fries/3327888.jpg,2,89,2 89
images/pancakes/3228491.jpg,2,78,2 78
images/fried_calamari/2935671.jpg,2,30,2 30
images/shrimp_and_grits/3856680.jpg,2,14,2 14
images/french_toast/2099256.jpg,2,12,2 12
images/fried_rice/2973781.jpg,2,91,2 91
images/caprese_salad/720007.jpg,0,94,0 94
images/creme_brulee/3171909.jpg,1,97,1 97
images/lasagna/142455.jpg,2,86,2 86
images/churros/1078896.jpg,1,19,1 19
images/scallops/1368831.jpg,2,58,2 58
images/dumplings/1059064.jpg,2,90,2 90
images/donuts/3184448.jpg,1,8,1 8
images/filet_mignon/1193960.jpg,2,10,2 10
images/shrimp_and_grits/3829536.jpg,2,14,2 14
images/churros/3909609.jpg,1,19,1 19
images/guacamole/1211285.jpg,2,31,2 31
images/foie_gras/3160536.jpg,2,0,2 0
images/pizza/77677.jpg,2,80,2 80
images/tacos/3177140.jpg,2,75,2 75
images/gnocchi/2082544.jpg,2,5,2 5
images/fish_and_chips/463198.jpg,2,51,2 51
images/nachos/3828261.jpg,2,81,2 81
images/caesar_salad/2079096.jpg,0,100,0 100
images/dumplings/3337828.jpg,2,90,2 90
images/cheesecake/3096890.jpg,1,16,1 16
images/macaroni_and_cheese/1134196.jpg,2,82,2 82
images/beef_carpaccio/3534354.jpg,2,62,2 62
images/sashimi/460658.jpg,2,42,2 42
images/oysters/407461.jpg,2,95,2 95
images/creme_brulee/2925051.jpg,1,97,1 97
images/guacamole/3774225.jpg,2,31,2 31
images/omelette/1759344.jpg,2,65,2 65
images/strawberry_shortcake/2883758.jpg,1,37,1 37
images/cheesecake/3096572.jpg,1,16,1 16
images/ceviche/858770.jpg,2,39,2 39
images/croque_madame/3238100.jpg,2,85,2 85
images/omelette/1792519.jpg,2,65,2 65
images/steak/2407770.jpg,2,15,2 15
images/greek_salad/3732065.jpg,0,28,0 28
images/baklava/2040357.jpg,1,96,1 96
images/escargots/879202.jpg,2,46,2 46
images/gnocchi/519225.jpg,2,5,2 5
images/prime_rib/1729505.jpg,2,79,2 79
images/chocolate_mousse/63254.jpg,1,67,1 67
images/pulled_pork_sandwich/2935030.jpg,2,48,2 48
images/cheese_plate/2862708.jpg,2,2,2 2
images/frozen_yogurt/2077833.jpg,1,59,1 59
images/greek_salad/749886.jpg,0,28,0 28
images/pizza/2605343.jpg,2,80,2 80
images/prime_rib/894843.jpg,2,79,2 79
images/donuts/1743779.jpg,1,8,1 8
images/mussels/1175691.jpg,2,61,2 61
images/poutine/1320461.jpg,2,27,2 27
images/carrot_cake/272013.jpg,1,98,1 98
images/takoyaki/2610888.jpg,2,54,2 54
images/fried_rice/228971.jpg,2,91,2 91
images/strawberry_shortcake/264022.jpg,1,37,1 37
images/deviled_eggs/384427.jpg,2,88,2 88
images/gnocchi/2521971.jpg,2,5,2 5
images/omelette/79767.jpg,2,65,2 65
images/chicken_quesadilla/2938135.jpg,2,60,2 60
images/scallops/1332357.jpg,2,58,2 58
images/tuna_tartare/206166.jpg,2,9,2 9
images/pizza/568383.jpg,2,80,2 80
images/fried_rice/3017279.jpg,2,91,2 91
images/poutine/3414862.jpg,2,27,2 27
images/club_sandwich/264462.jpg,2,1,2 1
images/clam_chowder/2041735.jpg,2,44,2 44
images/spring_rolls/166217.jpg,2,41,2 41
images/hot_dog/2848330.jpg,2,47,2 47
images/huevos_rancheros/1523905.jpg,2,22,2 22
images/donuts/325885.jpg,1,8,1 8
images/sushi/920703.jpg,2,66,2 66
images/donuts/2241503.jpg,1,8,1 8
images/sashimi/2289740.jpg,2,42,2 42
images/beignets/935415.jpg,1,68,1 68
images/baklava/1838688.jpg,1,96,1 96
images/pancakes/2616385.jpg,2,78,2 78
images/deviled_eggs/2361584.jpg,2,88,2 88
images/onion_rings/146249.jpg,2,99,2 99
images/pho/882063.jpg,2,93,2 93
images/macarons/2812388.jpg,1,55,1 55
images/eggs_benedict/1820721.jpg,2,63,2 63
images/nachos/3406230.jpg,2,81,2 81
images/spaghetti_bolognese/3919695.jpg,2,25,2 25
images/sashimi/1911681.jpg,2,42,2 42
images/edamame/1186102.jpg,2,38,2 38
images/dumplings/985230.jpg,2,90,2 90
images/pizza/3917951.jpg,2,80,2 80
images/carrot_cake/1552192.jpg,1,98,1 98
images/pizza/1524599.jpg,2,80,2 80
images/mussels/3846921.jpg,2,61,2 61
images/spring_rolls/329915.jpg,2,41,2 41
images/french_toast/1024214.jpg,2,12,2 12
images/beignets/349369.jpg,1,68,1 68
images/panna_cotta/2677099.jpg,1,50,1 50
images/french_toast/3359882.jpg,2,12,2 12
images/frozen_yogurt/3173458.jpg,1,59,1 59
images/peking_duck/1239601.jpg,2,87,2 87
images/hot_and_sour_soup/1456930.jpg,2,40,2 40
images/spaghetti_bolognese/3817692.jpg,2,25,2 25
images/tacos/1668668.jpg,2,75,2 75
images/chocolate_mousse/716657.jpg,1,67,1 67
images/creme_brulee/364134.jpg,1,97,1 97
images/bibimbap/477766.jpg,2,69,2 69
images/tacos/1840006.jpg,2,75,2 75
images/prime_rib/3134437.jpg,2,79,2 79
images/spring_rolls/864363.jpg,2,41,2 41
images/paella/2074861.jpg,2,43,2 43
images/oysters/2188319.jpg,2,95,2 95
images/peking_duck/548149.jpg,2,87,2 87
images/croque_madame/2986806.jpg,2,85,2 85
images/bread_pudding/1316139.jpg,1,83,1 83
images/ice_cream/3432964.jpg,1,6,1 6
images/strawberry_shortcake/3223489.jpg,1,37,1 37
images/chicken_quesadilla/2692443.jpg,2,60,2 60
images/peking_duck/3808742.jpg,2,87,2 87
images/chicken_curry/2208444.jpg,2,13,2 13
images/garlic_bread/1500446.jpg,2,4,2 4
images/ravioli/1922113.jpg,2,32,2 32
images/macarons/1001193.jpg,1,55,1 55
images/pho/2895790.jpg,2,93,2 93
images/waffles/2493998.jpg,1,18,1 18
images/guacamole/591715.jpg,2,31,2 31
images/donuts/804492.jpg,1,8,1 8
images/poutine/2083486.jpg,2,27,2 27
images/chicken_curry/1515472.jpg,2,13,2 13
images/huevos_rancheros/3757424.jpg,2,22,2 22
images/gyoza/3714591.jpg,2,20,2 20
images/paella/199617.jpg,2,43,2 43
images/caprese_salad/3415954.jpg,0,94,0 94
images/falafel/3494818.jpg,2,26,2 26
images/hot_dog/1588474.jpg,2,47,2 47
images/poutine/57377.jpg,2,27,2 27
images/seaweed_salad/715001.jpg,0,11,0 11
images/ceviche/1596761.jpg,2,39,2 39
images/beef_carpaccio/3082934.jpg,2,62,2 62
images/panna_cotta/2509059.jpg,1,50,1 50
images/club_sandwich/775588.jpg,2,1,2 1
images/spring_rolls/124128.jpg,2,41,2 41
images/ravioli/3839994.jpg,2,32,2 32
images/tuna_tartare/3758607.jpg,2,9,2 9
images/scallops/3589083.jpg,2,58,2 58
images/peking_duck/1338937.jpg,2,87,2 87
images/chocolate_cake/1379488.jpg,1,74,1 74
images/caprese_salad/2029247.jpg,0,94,0 94
images/escargots/2548116.jpg,2,46,2 46
images/bibimbap/1135048.jpg,2,69,2 69
images/paella/36600.jpg,2,43,2 43
images/sashimi/1901964.jpg,2,42,2 42
images/baby_back_ribs/3325494.jpg,2,77,2 77
images/foie_gras/1758808.jpg,2,0,2 0
images/bread_pudding/375776.jpg,1,83,1 83
images/fish_and_chips/3512193.jpg,2,51,2 51
images/frozen_yogurt/2583663.jpg,1,59,1 59
images/oysters/3089887.jpg,2,95,2 95
images/cheese_plate/3099539.jpg,2,2,2 2
images/mussels/1517294.jpg,2,61,2 61
images/beet_salad/1387418.jpg,0,34,0 34
images/beef_carpaccio/728710.jpg,2,62,2 62
images/paella/3614141.jpg,2,43,2 43
images/chocolate_cake/3642655.jpg,1,74,1 74
images/breakfast_burrito/301524.jpg,2,23,2 23
images/creme_brulee/1496967.jpg,1,97,1 97
images/guacamole/3189631.jpg,2,31,2 31
images/cheesecake/3017111.jpg,1,16,1 16
images/ice_cream/3539466.jpg,1,6,1 6
images/club_sandwich/2604384.jpg,2,1,2 1
images/macarons/1867454.jpg,1,55,1 55
images/steak/345734.jpg,2,15,2 15
images/paella/1888513.jpg,2,43,2 43
images/cheesecake/1867199.jpg,1,16,1 16
images/fried_rice/2043314.jpg,2,91,2 91
images/chocolate_mousse/2821518.jpg,1,67,1 67
images/shrimp_and_grits/3426612.jpg,2,14,2 14
images/falafel/1344296.jpg,2,26,2 26
images/greek_salad/591733.jpg,0,28,0 28
images/onion_rings/87362.jpg,2,99,2 99
images/onion_rings/2463146.jpg,2,99,2 99
images/croque_madame/2407627.jpg,2,85,2 85
images/seaweed_salad/3045124.jpg,0,11,0 11
images/baby_back_ribs/1880868.jpg,2,77,2 77
images/beignets/2775006.jpg,1,68,1 68
images/ice_cream/2660046.jpg,1,6,1 6
images/baby_back_ribs/1291979.jpg,2,77,2 77
images/chocolate_cake/577717.jpg,1,74,1 74
images/lasagna/2067586.jpg,2,86,2 86
images/waffles/1343475.jpg,1,18,1 18
images/french_toast/2752740.jpg,2,12,2 12
images/eggs_benedict/2809148.jpg,2,63,2 63
images/caesar_salad/3158516.jpg,0,100,0 100
images/ice_cream/2324862.jpg,1,6,1 6
images/sashimi/2298200.jpg,2,42,2 42
images/clam_chowder/3534589.jpg,2,44,2 44
images/frozen_yogurt/3067959.jpg,1,59,1 59
images/prime_rib/1394419.jpg,2,79,2 79
images/tacos/3723532.jpg,2,75,2 75
images/caprese_salad/137021.jpg,0,94,0 94
images/creme_brulee/1629090.jpg,1,97,1 97
images/apple_pie/267865.jpg,1,56,1 56
images/shrimp_and_grits/2122209.jpg,2,14,2 14
images/nachos/3315798.jpg,2,81,2 81
images/risotto/2769604.jpg,2,35,2 35
images/grilled_salmon/1998415.jpg,2,73,2 73
images/sashimi/117404.jpg,2,42,2 42
images/chicken_wings/744464.jpg,2,72,2 72
images/macaroni_and_cheese/1224947.jpg,2,82,2 82
images/croque_madame/828628.jpg,2,85,2 85
images/lobster_bisque/2864348.jpg,2,33,2 33
images/pulled_pork_sandwich/2314658.jpg,2,48,2 48
images/lobster_bisque/746296.jpg,2,33,2 33
images/baklava/3112621.jpg,1,96,1 96
images/spring_rolls/2573633.jpg,2,41,2 41
images/pork_chop/2244599.jpg,2,71,2 71
images/macaroni_and_cheese/1158652.jpg,2,82,2 82
images/risotto/2077251.jpg,2,35,2 35
images/lobster_bisque/3146398.jpg,2,33,2 33
images/bibimbap/3304066.jpg,2,69,2 69
images/fried_calamari/3671602.jpg,2,30,2 30
images/edamame/1114618.jpg,2,38,2 38
images/ceviche/3241643.jpg,2,39,2 39
images/beignets/3001641.jpg,1,68,1 68
images/beef_carpaccio/491638.jpg,2,62,2 62
images/sushi/3324724.jpg,2,66,2 66
images/tuna_tartare/1877140.jpg,2,9,2 9
images/greek_salad/3354804.jpg,0,28,0 28
images/tacos/3305669.jpg,2,75,2 75
images/hamburger/3718488.jpg,2,76,2 76
images/onion_rings/2684903.jpg,2,99,2 99
images/huevos_rancheros/791612.jpg,2,22,2 22
images/paella/3901022.jpg,2,43,2 43
images/carrot_cake/3568676.jpg,1,98,1 98
images/baklava/3890574.jpg,1,96,1 96
images/hot_and_sour_soup/699751.jpg,2,40,2 40
images/deviled_eggs/2218007.jpg,2,88,2 88
images/cup_cakes/383242.jpg,1,3,1 3
images/hot_dog/679424.jpg,2,47,2 47
images/bibimbap/923487.jpg,2,69,2 69
images/beef_tartare/2546629.jpg,2,29,2 29
images/oysters/522865.jpg,2,95,2 95
images/french_fries/1257345.jpg,2,89,2 89
images/gnocchi/2624421.jpg,2,5,2 5
images/fried_calamari/2303563.jpg,2,30,2 30
